MEMBER_ID,PORTFOLIO,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID005741,AB,"$63,652.12","$63,252.95","$12,699.82","$5,366.52","$9,372.25",13.20%,1.075
MID005741,NTIC,"$63,652.12","$63,252.95","$12,699.82","$5,366.52","$9,372.25",13.20%,1.075
MID005741,MTFS,"$63,652.12","$63,252.95","$12,699.82","$5,366.52","$9,372.25",13.20%,1.075
MID005741,ONH,"$63,652.12","$63,252.95","$12,699.82","$5,366.52","$9,372.25",13.20%,1.075
MID005742,TWM,"$127,035.89","$122,975.58","$26,490.50","$8,886.18","$16,401.26",11.80%,1.1338
MID005742,EPF,"$127,035.89","$122,975.58","$26,490.50","$8,886.18","$16,401.26",11.80%,1.1338
MID005742,ONH,"$127,035.89","$122,975.58","$26,490.50","$8,886.18","$16,401.26",11.80%,1.1338
MID005742,DMC,"$127,035.89","$122,975.58","$26,490.50","$8,886.18","$16,401.26",11.80%,1.1338
MID005743,ONH,"$6,449.13","$6,322.12","$1,336.53",$425.90,$884.11,12.00%,1.0843
MID005743,CCSO,"$6,449.13","$6,322.12","$1,336.53",$425.90,$884.11,12.00%,1.0843
MID005743,FWC,"$6,449.13","$6,322.12","$1,336.53",$425.90,$884.11,12.00%,1.0843
MID005743,MPJ,"$6,449.13","$6,322.12","$1,336.53",$425.90,$884.11,12.00%,1.0843
MID005743,MMM,"$6,449.13","$6,322.12","$1,336.53",$425.90,$884.11,12.00%,1.0843
MID005743,TCA,"$6,449.13","$6,322.12","$1,336.53",$425.90,$884.11,12.00%,1.0843
MID005743,JJN,"$6,449.13","$6,322.12","$1,336.53",$425.90,$884.11,12.00%,1.0843
MID005744,OCST,"$71,569.91","$69,990.79","$15,110.11","$5,396.42","$9,709.31",12.20%,1.0966
MID005744,NTIC,"$71,569.91","$69,990.79","$15,110.11","$5,396.42","$9,709.31",12.20%,1.0966
MID005744,ABC,"$71,569.91","$69,990.79","$15,110.11","$5,396.42","$9,709.31",12.20%,1.0966
MID005744,TWM,"$71,569.91","$69,990.79","$15,110.11","$5,396.42","$9,709.31",12.20%,1.0966
MID005744,SM,"$71,569.91","$69,990.79","$15,110.11","$5,396.42","$9,709.31",12.20%,1.0966
MID005744,AB,"$71,569.91","$69,990.79","$15,110.11","$5,396.42","$9,709.31",12.20%,1.0966
MID005744,MPJ,"$71,569.91","$69,990.79","$15,110.11","$5,396.42","$9,709.31",12.20%,1.0966
MID005745,DMC,"$58,600.79","$56,869.39","$13,198.16","$5,079.19","$8,289.81",14.60%,1.0305
MID005745,HD,"$58,600.79","$56,869.39","$13,198.16","$5,079.19","$8,289.81",14.60%,1.0305
MID005745,CCSO,"$58,600.79","$56,869.39","$13,198.16","$5,079.19","$8,289.81",14.60%,1.0305
MID005745,MMM,"$58,600.79","$56,869.39","$13,198.16","$5,079.19","$8,289.81",14.60%,1.0305
MID005745,EG,"$58,600.79","$56,869.39","$13,198.16","$5,079.19","$8,289.81",14.60%,1.0305
MID005745,LTSA,"$58,600.79","$56,869.39","$13,198.16","$5,079.19","$8,289.81",14.60%,1.0305
MID005746,OCST,"$63,485.14","$62,110.60","$13,263.92","$5,313.48","$8,651.68",12.00%,1.0921
MID005746,EG,"$63,485.14","$62,110.60","$13,263.92","$5,313.48","$8,651.68",12.00%,1.0921
MID005746,AB,"$63,485.14","$62,110.60","$13,263.92","$5,313.48","$8,651.68",12.00%,1.0921
MID005746,KRM,"$63,485.14","$62,110.60","$13,263.92","$5,313.48","$8,651.68",12.00%,1.0921
MID005746,DMC,"$63,485.14","$62,110.60","$13,263.92","$5,313.48","$8,651.68",12.00%,1.0921
MID005746,MZNA,"$63,485.14","$62,110.60","$13,263.92","$5,313.48","$8,651.68",12.00%,1.0921
MID005746,TCA,"$63,485.14","$62,110.60","$13,263.92","$5,313.48","$8,651.68",12.00%,1.0921
MID005746,SM,"$63,485.14","$62,110.60","$13,263.92","$5,313.48","$8,651.68",12.00%,1.0921
MID005747,JJN,"$112,963.63","$111,336.83","$24,194.33","$10,051.25","$14,938.72",16.40%,1.0318
MID005747,PEP,"$112,963.63","$111,336.83","$24,194.33","$10,051.25","$14,938.72",16.40%,1.0318
MID005747,MMM,"$112,963.63","$111,336.83","$24,194.33","$10,051.25","$14,938.72",16.40%,1.0318
MID005747,DMC,"$112,963.63","$111,336.83","$24,194.33","$10,051.25","$14,938.72",16.40%,1.0318
MID005747,ABT,"$112,963.63","$111,336.83","$24,194.33","$10,051.25","$14,938.72",16.40%,1.0318
MID005747,AB,"$112,963.63","$111,336.83","$24,194.33","$10,051.25","$14,938.72",16.40%,1.0318
MID005748,FWC,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005748,MMM,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005748,ALPA,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005748,JJN,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005748,MZNA,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005748,EG,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005748,OK,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005748,TCA,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005748,ONH,"$14,189.74","$13,990.02","$3,203.56","$1,494.37","$2,276.85",16.20%,0.9957
MID005749,DMC,"$102,253.68","$100,079.16","$20,875.17","$6,711.93","$11,193.57",14.00%,1.066
MID005749,PG,"$102,253.68","$100,079.16","$20,875.17","$6,711.93","$11,193.57",14.00%,1.066
MID005749,EG,"$102,253.68","$100,079.16","$20,875.17","$6,711.93","$11,193.57",14.00%,1.066
MID005749,MPJ,"$102,253.68","$100,079.16","$20,875.17","$6,711.93","$11,193.57",14.00%,1.066
MID005749,ONH,"$102,253.68","$100,079.16","$20,875.17","$6,711.93","$11,193.57",14.00%,1.066
MID005749,KRM,"$102,253.68","$100,079.16","$20,875.17","$6,711.93","$11,193.57",14.00%,1.066
MID005749,ABT,"$102,253.68","$100,079.16","$20,875.17","$6,711.93","$11,193.57",14.00%,1.066
MID005749,MZNA,"$102,253.68","$100,079.16","$20,875.17","$6,711.93","$11,193.57",14.00%,1.066
MID005750,HD,"$1,273,436.87","$1,236,648.06","$277,626.67","$117,146.18","$211,773.98",14.80%,0.9849
MID005750,KRM,"$1,273,436.87","$1,236,648.06","$277,626.67","$117,146.18","$211,773.98",14.80%,0.9849
MID005750,GMNA,"$1,273,436.87","$1,236,648.06","$277,626.67","$117,146.18","$211,773.98",14.80%,0.9849
MID005750,MZNA,"$1,273,436.87","$1,236,648.06","$277,626.67","$117,146.18","$211,773.98",14.80%,0.9849
MID005750,OK,"$1,273,436.87","$1,236,648.06","$277,626.67","$117,146.18","$211,773.98",14.80%,0.9849
MID005750,EG,"$1,273,436.87","$1,236,648.06","$277,626.67","$117,146.18","$211,773.98",14.80%,0.9849
MID005751,MMM,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005751,OOGGL,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005751,GS,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005751,SM,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005751,AB,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005751,EPF,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005751,HD,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005751,GMNA,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005751,TWM,"$64,446.85","$62,628.71","$13,850.74","$5,027.96","$9,312.29",13.20%,1.043
MID005752,FWC,"$64,470.21","$63,039.20","$13,924.93","$5,008.92","$9,298.65",14.40%,1.0392
MID005752,ABT,"$64,470.21","$63,039.20","$13,924.93","$5,008.92","$9,298.65",14.40%,1.0392
MID005752,CCSO,"$64,470.21","$63,039.20","$13,924.93","$5,008.92","$9,298.65",14.40%,1.0392
MID005752,NTIC,"$64,470.21","$63,039.20","$13,924.93","$5,008.92","$9,298.65",14.40%,1.0392
MID005752,LTSA,"$64,470.21","$63,039.20","$13,924.93","$5,008.92","$9,298.65",14.40%,1.0392
MID005752,ONH,"$64,470.21","$63,039.20","$13,924.93","$5,008.92","$9,298.65",14.40%,1.0392
MID005753,JJN,"$115,006.26","$113,018.04","$23,971.65","$11,357.79","$18,042.07",13.20%,1.0432
MID005753,NEK,"$115,006.26","$113,018.04","$23,971.65","$11,357.79","$18,042.07",13.20%,1.0432
MID005753,DMC,"$115,006.26","$113,018.04","$23,971.65","$11,357.79","$18,042.07",13.20%,1.0432
MID005753,ABT,"$115,006.26","$113,018.04","$23,971.65","$11,357.79","$18,042.07",13.20%,1.0432
MID005754,EG,"$90,006.04","$88,763.93","$20,185.77","$9,331.23","$13,380.90",12.80%,1.0406
MID005754,KRM,"$90,006.04","$88,763.93","$20,185.77","$9,331.23","$13,380.90",12.80%,1.0406
MID005754,LTSA,"$90,006.04","$88,763.93","$20,185.77","$9,331.23","$13,380.90",12.80%,1.0406
MID005754,ABC,"$90,006.04","$88,763.93","$20,185.77","$9,331.23","$13,380.90",12.80%,1.0406
MID005755,PEP,"$1,293,844.36","$1,263,955.39","$280,115.02","$113,908.66","$197,629.16",13.40%,1.049
MID005755,MTFS,"$1,293,844.36","$1,263,955.39","$280,115.02","$113,908.66","$197,629.16",13.40%,1.049
MID005756,PG,"$65,266.44","$63,709.90","$14,056.92","$4,254.96","$8,329.21",12.40%,1.086
MID005756,TCA,"$65,266.44","$63,709.90","$14,056.92","$4,254.96","$8,329.21",12.40%,1.086
MID005756,NTIC,"$65,266.44","$63,709.90","$14,056.92","$4,254.96","$8,329.21",12.40%,1.086
MID005757,LTSA,"$1,285.90","$1,242.60",$290.49,$133.85,$183.47,14.40%,0.9842
MID005757,GMNA,"$1,285.90","$1,242.60",$290.49,$133.85,$183.47,14.40%,0.9842
MID005757,KRM,"$1,285.90","$1,242.60",$290.49,$133.85,$183.47,14.40%,0.9842
MID005757,FWC,"$1,285.90","$1,242.60",$290.49,$133.85,$183.47,14.40%,0.9842
MID005757,ABC,"$1,285.90","$1,242.60",$290.49,$133.85,$183.47,14.40%,0.9842
MID005758,JJN,"$102,750.88","$100,116.34","$22,072.02","$8,851.54","$15,556.16",13.20%,1.0308
MID005758,HD,"$102,750.88","$100,116.34","$22,072.02","$8,851.54","$15,556.16",13.20%,1.0308
MID005758,AB,"$102,750.88","$100,116.34","$22,072.02","$8,851.54","$15,556.16",13.20%,1.0308
MID005758,ABT,"$102,750.88","$100,116.34","$22,072.02","$8,851.54","$15,556.16",13.20%,1.0308
MID005758,NEK,"$102,750.88","$100,116.34","$22,072.02","$8,851.54","$15,556.16",13.20%,1.0308
MID005759,NTIC,"$87,747.08","$85,738.82","$19,294.97","$7,762.08","$14,121.68",16.20%,0.9716
MID005759,LTSA,"$87,747.08","$85,738.82","$19,294.97","$7,762.08","$14,121.68",16.20%,0.9716
MID005759,MMM,"$87,747.08","$85,738.82","$19,294.97","$7,762.08","$14,121.68",16.20%,0.9716
MID005759,DMC,"$87,747.08","$85,738.82","$19,294.97","$7,762.08","$14,121.68",16.20%,0.9716
MID005760,ALPA,"$1,296,093.13","$1,272,054.57","$254,379.81","$80,689.62","$162,422.12",13.20%,1.164
MID005760,ABT,"$1,296,093.13","$1,272,054.57","$254,379.81","$80,689.62","$162,422.12",13.20%,1.164
MID005760,OCST,"$1,296,093.13","$1,272,054.57","$254,379.81","$80,689.62","$162,422.12",13.20%,1.164
MID005761,PEP,"$57,577.29","$56,951.67","$11,481.27","$5,405.10","$8,304.67",13.00%,1.0955
MID005761,EPF,"$57,577.29","$56,951.67","$11,481.27","$5,405.10","$8,304.67",13.00%,1.0955
MID005761,OK,"$57,577.29","$56,951.67","$11,481.27","$5,405.10","$8,304.67",13.00%,1.0955
MID005762,EPF,"$112,755.76","$111,980.23","$23,754.10","$11,349.34","$16,323.07",14.40%,1.0422
MID005762,OOGGL,"$112,755.76","$111,980.23","$23,754.10","$11,349.34","$16,323.07",14.40%,1.0422
MID005762,AB,"$112,755.76","$111,980.23","$23,754.10","$11,349.34","$16,323.07",14.40%,1.0422
MID005762,OK,"$112,755.76","$111,980.23","$23,754.10","$11,349.34","$16,323.07",14.40%,1.0422
MID005762,MZNA,"$112,755.76","$111,980.23","$23,754.10","$11,349.34","$16,323.07",14.40%,1.0422
MID005762,MPJ,"$112,755.76","$111,980.23","$23,754.10","$11,349.34","$16,323.07",14.40%,1.0422
MID005763,TCA,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005763,AB,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005763,EG,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005763,OK,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005763,ABT,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005763,ONH,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005763,TWM,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005763,FWC,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005763,NEK,"$6,454.91","$6,330.26","$1,371.71",$561.06,$932.92,12.80%,1.0607
MID005764,OK,"$59,248.63","$58,035.65","$12,774.41","$3,990.63","$6,687.11",13.00%,1.1154
MID005764,HD,"$59,248.63","$58,035.65","$12,774.41","$3,990.63","$6,687.11",13.00%,1.1154
MID005764,NTIC,"$59,248.63","$58,035.65","$12,774.41","$3,990.63","$6,687.11",13.00%,1.1154
MID005765,GS,"$126,473.89","$123,784.31","$27,260.87","$12,394.09","$18,044.67",14.00%,1.0812
MID005765,PEP,"$126,473.89","$123,784.31","$27,260.87","$12,394.09","$18,044.67",14.00%,1.0812
MID005765,EPF,"$126,473.89","$123,784.31","$27,260.87","$12,394.09","$18,044.67",14.00%,1.0812
MID005766,JJN,"$63,914.61","$62,607.11","$13,742.64","$4,725.17","$9,211.88",11.80%,1.0853
MID005766,FWC,"$63,914.61","$62,607.11","$13,742.64","$4,725.17","$9,211.88",11.80%,1.0853
MID005766,ALPA,"$63,914.61","$62,607.11","$13,742.64","$4,725.17","$9,211.88",11.80%,1.0853
MID005766,EPF,"$63,914.61","$62,607.11","$13,742.64","$4,725.17","$9,211.88",11.80%,1.0853
MID005766,NEK,"$63,914.61","$62,607.11","$13,742.64","$4,725.17","$9,211.88",11.80%,1.0853
MID005767,HD,"$71,627.77","$69,550.32","$15,856.84","$5,563.40","$8,854.15",15.20%,1.0486
MID005767,ABC,"$71,627.77","$69,550.32","$15,856.84","$5,563.40","$8,854.15",15.20%,1.0486
MID005767,FWC,"$71,627.77","$69,550.32","$15,856.84","$5,563.40","$8,854.15",15.20%,1.0486
MID005767,MMM,"$71,627.77","$69,550.32","$15,856.84","$5,563.40","$8,854.15",15.20%,1.0486
MID005767,LTSA,"$71,627.77","$69,550.32","$15,856.84","$5,563.40","$8,854.15",15.20%,1.0486
MID005767,AB,"$71,627.77","$69,550.32","$15,856.84","$5,563.40","$8,854.15",15.20%,1.0486
MID005768,MTFS,"$71,126.53","$69,086.04","$15,020.80","$6,660.52","$9,584.66",12.60%,1.0736
MID005768,JJN,"$71,126.53","$69,086.04","$15,020.80","$6,660.52","$9,584.66",12.60%,1.0736
MID005768,OCST,"$71,126.53","$69,086.04","$15,020.80","$6,660.52","$9,584.66",12.60%,1.0736
MID005768,EPF,"$71,126.53","$69,086.04","$15,020.80","$6,660.52","$9,584.66",12.60%,1.0736
MID005769,OK,"$12,875.04","$12,573.92","$2,713.69",$928.52,"$1,792.99",12.80%,1.0595
MID005769,FWC,"$12,875.04","$12,573.92","$2,713.69",$928.52,"$1,792.99",12.80%,1.0595
MID005769,PEP,"$12,875.04","$12,573.92","$2,713.69",$928.52,"$1,792.99",12.80%,1.0595
MID005769,DMC,"$12,875.04","$12,573.92","$2,713.69",$928.52,"$1,792.99",12.80%,1.0595
MID005770,GS,"$65,583.16","$64,990.10","$13,669.99","$5,899.88","$9,461.68",12.40%,1.14
MID005770,DMC,"$65,583.16","$64,990.10","$13,669.99","$5,899.88","$9,461.68",12.40%,1.14
MID005770,ABT,"$65,583.16","$64,990.10","$13,669.99","$5,899.88","$9,461.68",12.40%,1.14
MID005770,MZNA,"$65,583.16","$64,990.10","$13,669.99","$5,899.88","$9,461.68",12.40%,1.14
MID005770,PG,"$65,583.16","$64,990.10","$13,669.99","$5,899.88","$9,461.68",12.40%,1.14
MID005771,DMC,"$124,593.68","$120,664.24","$27,296.25","$9,995.38","$16,885.87",14.20%,1.0109
MID005771,TWM,"$124,593.68","$120,664.24","$27,296.25","$9,995.38","$16,885.87",14.20%,1.0109
MID005772,NTIC,"$1,296,968.24","$1,258,906.01","$295,039.82","$118,083.88","$204,026.69",14.40%,1.0065
MID005772,JJN,"$1,296,968.24","$1,258,906.01","$295,039.82","$118,083.88","$204,026.69",14.40%,1.0065
MID005772,HD,"$1,296,968.24","$1,258,906.01","$295,039.82","$118,083.88","$204,026.69",14.40%,1.0065
MID005772,FWC,"$1,296,968.24","$1,258,906.01","$295,039.82","$118,083.88","$204,026.69",14.40%,1.0065
MID005772,NEK,"$1,296,968.24","$1,258,906.01","$295,039.82","$118,083.88","$204,026.69",14.40%,1.0065
MID005773,ABC,"$1,298,895.84","$1,263,223.08","$275,618.64","$104,272.57","$158,369.30",11.40%,1.0845
MID005773,HD,"$1,298,895.84","$1,263,223.08","$275,618.64","$104,272.57","$158,369.30",11.40%,1.0845
MID005773,FWC,"$1,298,895.84","$1,263,223.08","$275,618.64","$104,272.57","$158,369.30",11.40%,1.0845
MID005773,DMC,"$1,298,895.84","$1,263,223.08","$275,618.64","$104,272.57","$158,369.30",11.40%,1.0845
MID005773,EG,"$1,298,895.84","$1,263,223.08","$275,618.64","$104,272.57","$158,369.30",11.40%,1.0845
MID005773,EPF,"$1,298,895.84","$1,263,223.08","$275,618.64","$104,272.57","$158,369.30",11.40%,1.0845
MID005774,EG,"$1,290,281.17","$1,264,486.58","$276,868.29","$104,502.15","$194,968.35",13.80%,1.0484
MID005774,ONH,"$1,290,281.17","$1,264,486.58","$276,868.29","$104,502.15","$194,968.35",13.80%,1.0484
MID005774,SM,"$1,290,281.17","$1,264,486.58","$276,868.29","$104,502.15","$194,968.35",13.80%,1.0484
MID005774,DMC,"$1,290,281.17","$1,264,486.58","$276,868.29","$104,502.15","$194,968.35",13.80%,1.0484
MID005775,KRM,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005775,EG,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005775,SM,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005775,LTSA,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005775,HD,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005775,NEK,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005775,MMM,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005775,CCSO,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005775,ABC,"$103,062.00","$99,905.92","$21,532.47","$7,482.29","$13,471.27",12.80%,1.071
MID005776,NEK,"$1,284,217.00","$1,256,874.30","$272,325.78","$124,728.09","$214,017.48",12.40%,1.0437
MID005776,NTIC,"$1,284,217.00","$1,256,874.30","$272,325.78","$124,728.09","$214,017.48",12.40%,1.0437
MID005776,MZNA,"$1,284,217.00","$1,256,874.30","$272,325.78","$124,728.09","$214,017.48",12.40%,1.0437
MID005777,MTFS,"$12,923.86","$12,661.35","$2,912.26","$1,228.30","$2,254.86",15.40%,1.004
MID005777,SM,"$12,923.86","$12,661.35","$2,912.26","$1,228.30","$2,254.86",15.40%,1.004
MID005777,AB,"$12,923.86","$12,661.35","$2,912.26","$1,228.30","$2,254.86",15.40%,1.004
MID005778,MMM,"$1,294,475.57","$1,245,365.09","$291,688.40","$104,089.11","$167,503.32",15.60%,1.0096
MID005778,ABT,"$1,294,475.57","$1,245,365.09","$291,688.40","$104,089.11","$167,503.32",15.60%,1.0096
MID005778,EPF,"$1,294,475.57","$1,245,365.09","$291,688.40","$104,089.11","$167,503.32",15.60%,1.0096
MID005778,MPJ,"$1,294,475.57","$1,245,365.09","$291,688.40","$104,089.11","$167,503.32",15.60%,1.0096
MID005779,NEK,"$113,764.21","$111,435.16","$24,210.71","$10,899.17","$18,802.92",13.80%,0.9816
MID005779,LTSA,"$113,764.21","$111,435.16","$24,210.71","$10,899.17","$18,802.92",13.80%,0.9816
MID005779,ALPA,"$113,764.21","$111,435.16","$24,210.71","$10,899.17","$18,802.92",13.80%,0.9816
MID005779,JJN,"$113,764.21","$111,435.16","$24,210.71","$10,899.17","$18,802.92",13.80%,0.9816
MID005780,GMNA,"$1,293,214.88","$1,257,970.53","$269,067.37","$83,948.75","$142,547.17",13.00%,1.0897
MID005780,ABT,"$1,293,214.88","$1,257,970.53","$269,067.37","$83,948.75","$142,547.17",13.00%,1.0897
MID005780,TWM,"$1,293,214.88","$1,257,970.53","$269,067.37","$83,948.75","$142,547.17",13.00%,1.0897
MID005781,MTFS,"$1,302,061.74","$1,279,101.15","$269,675.09","$93,026.55","$184,106.61",10.60%,1.1201
MID005781,ALPA,"$1,302,061.74","$1,279,101.15","$269,675.09","$93,026.55","$184,106.61",10.60%,1.1201
MID005781,FWC,"$1,302,061.74","$1,279,101.15","$269,675.09","$93,026.55","$184,106.61",10.60%,1.1201
MID005781,NEK,"$1,302,061.74","$1,279,101.15","$269,675.09","$93,026.55","$184,106.61",10.60%,1.1201
MID005781,LTSA,"$1,302,061.74","$1,279,101.15","$269,675.09","$93,026.55","$184,106.61",10.60%,1.1201
MID005782,FWC,"$13,910.74","$13,681.53","$2,974.28","$1,433.86","$2,470.12",16.20%,0.9786
MID005782,SM,"$13,910.74","$13,681.53","$2,974.28","$1,433.86","$2,470.12",16.20%,0.9786
MID005782,GS,"$13,910.74","$13,681.53","$2,974.28","$1,433.86","$2,470.12",16.20%,0.9786
MID005783,EG,"$14,356.12","$13,875.71","$3,056.59",$907.71,"$1,496.12",11.20%,1.098
MID005783,ALPA,"$14,356.12","$13,875.71","$3,056.59",$907.71,"$1,496.12",11.20%,1.098
MID005783,OK,"$14,356.12","$13,875.71","$3,056.59",$907.71,"$1,496.12",11.20%,1.098
MID005783,JJN,"$14,356.12","$13,875.71","$3,056.59",$907.71,"$1,496.12",11.20%,1.098
MID005783,PG,"$14,356.12","$13,875.71","$3,056.59",$907.71,"$1,496.12",11.20%,1.098
MID005783,LTSA,"$14,356.12","$13,875.71","$3,056.59",$907.71,"$1,496.12",11.20%,1.098
MID005784,OK,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005784,OOGGL,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005784,EPF,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005784,HD,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005784,EG,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005784,NTIC,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005784,NEK,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005784,KRM,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005784,AB,"$1,295.06","$1,253.01",$277.36,$105.99,$196.78,11.20%,1.0638
MID005785,NEK,"$116,025.33","$113,031.64","$25,212.54","$11,125.46","$16,654.84",12.80%,1.1116
MID005785,PEP,"$116,025.33","$113,031.64","$25,212.54","$11,125.46","$16,654.84",12.80%,1.1116
MID005785,AB,"$116,025.33","$113,031.64","$25,212.54","$11,125.46","$16,654.84",12.80%,1.1116
MID005786,JJN,"$117,789.87","$114,451.93","$26,196.03","$10,886.23","$18,280.94",13.40%,1.0608
MID005786,AB,"$117,789.87","$114,451.93","$26,196.03","$10,886.23","$18,280.94",13.40%,1.0608
MID005786,NTIC,"$117,789.87","$114,451.93","$26,196.03","$10,886.23","$18,280.94",13.40%,1.0608
MID005786,CCSO,"$117,789.87","$114,451.93","$26,196.03","$10,886.23","$18,280.94",13.40%,1.0608
MID005787,MPJ,"$1,313,770.32","$1,285,808.44","$277,873.86","$66,473.60","$145,369.72",9.80%,1.1292
MID005787,KRM,"$1,313,770.32","$1,285,808.44","$277,873.86","$66,473.60","$145,369.72",9.80%,1.1292
MID005787,OOGGL,"$1,313,770.32","$1,285,808.44","$277,873.86","$66,473.60","$145,369.72",9.80%,1.1292
MID005787,AB,"$1,313,770.32","$1,285,808.44","$277,873.86","$66,473.60","$145,369.72",9.80%,1.1292
MID005788,HD,"$64,677.01","$62,912.97","$14,488.32","$6,425.24","$9,523.12",15.20%,1.013
MID005788,ABC,"$64,677.01","$62,912.97","$14,488.32","$6,425.24","$9,523.12",15.20%,1.013
MID005788,NEK,"$64,677.01","$62,912.97","$14,488.32","$6,425.24","$9,523.12",15.20%,1.013
MID005789,KRM,"$105,233.37","$103,707.36","$22,620.37","$7,489.09","$12,696.86",11.60%,1.1155
MID005789,ALPA,"$105,233.37","$103,707.36","$22,620.37","$7,489.09","$12,696.86",11.60%,1.1155
MID005790,NTIC,"$1,309.70","$1,270.36",$287.34,$87.65,$166.14,12.60%,1.0778
MID005790,FWC,"$1,309.70","$1,270.36",$287.34,$87.65,$166.14,12.60%,1.0778
MID005790,KRM,"$1,309.70","$1,270.36",$287.34,$87.65,$166.14,12.60%,1.0778
MID005790,DMC,"$1,309.70","$1,270.36",$287.34,$87.65,$166.14,12.60%,1.0778
MID005790,PEP,"$1,309.70","$1,270.36",$287.34,$87.65,$166.14,12.60%,1.0778
MID005790,ABC,"$1,309.70","$1,270.36",$287.34,$87.65,$166.14,12.60%,1.0778
MID005790,PG,"$1,309.70","$1,270.36",$287.34,$87.65,$166.14,12.60%,1.0778
MID005790,NEK,"$1,309.70","$1,270.36",$287.34,$87.65,$166.14,12.60%,1.0778
MID005791,MZNA,"$125,042.66","$122,603.38","$26,686.96","$8,521.68","$16,564.30",13.40%,1.0508
MID005791,MMM,"$125,042.66","$122,603.38","$26,686.96","$8,521.68","$16,564.30",13.40%,1.0508
MID005791,EPF,"$125,042.66","$122,603.38","$26,686.96","$8,521.68","$16,564.30",13.40%,1.0508
