PORTFOLIO,INITIAL_INVESTMENT_STOCKS,MEMBER_ID
OK,5625.0,MID218913
ALPA,5625.0,MID218913
ABC,5625.0,MID218913
HD,5625.0,MID218913
MZNA,5625.0,MID218913
NTIC,16666.666666666668,MID218914
LTSA,16666.666666666668,MID218914
PEP,16666.666666666668,MID218914
EPF,7000.0,MID218915
PEP,7000.0,MID218915
DMC,7000.0,MID218915
OCST,7000.0,MID218915
EG,7000.0,MID218915
TCA,7000.0,MID218915
FWC,7000.0,MID218915
ABC,11500.0,MID218916
EG,11500.0,MID218916
MPJ,11500.0,MID218916
NTIC,11500.0,MID218916
GS,11500.0,MID218916
JJN,11500.0,MID218916
GS,29333.333333333332,MID218917
JJN,29333.333333333332,MID218917
OOGGL,29333.333333333332,MID218917
CCSO,166666.66666666666,MID218918
MZNA,166666.66666666666,MID218918
GMNA,166666.66666666666,MID218918
ABT,166666.66666666666,MID218918
PG,166666.66666666666,MID218918
SM,166666.66666666666,MID218918
MTFS,22000.0,MID218919
ABT,22000.0,MID218919
LTSA,22000.0,MID218919
NEK,22000.0,MID218919
FWC,15000.0,MID218920
PEP,15000.0,MID218920
KRM,15000.0,MID218920
JJN,15000.0,MID218920
MPJ,15000.0,MID218920
EPF,15000.0,MID218920
KRM,13800.0,MID218921
EPF,13800.0,MID218921
OK,13800.0,MID218921
ABT,13800.0,MID218921
MPJ,13800.0,MID218921
TWM,22000.0,MID218922
MZNA,22000.0,MID218922
GS,22000.0,MID218922
KRM,22000.0,MID218922
ALPA,2500.0,MID218923
HD,2500.0,MID218923
EG,2500.0,MID218923
EPF,2500.0,MID218923
FWC,142.85714285714286,MID218924
MZNA,142.85714285714286,MID218924
JJN,142.85714285714286,MID218924
KRM,142.85714285714286,MID218924
NEK,142.85714285714286,MID218924
ALPA,142.85714285714286,MID218924
ABT,142.85714285714286,MID218924
ABT,17600.0,MID218925
EG,17600.0,MID218925
OK,17600.0,MID218925
PEP,17600.0,MID218925
GS,17600.0,MID218925
EG,1666.6666666666667,MID218926
OOGGL,1666.6666666666667,MID218926
CCSO,1666.6666666666667,MID218926
DMC,29333.333333333332,MID218927
GMNA,29333.333333333332,MID218927
MMM,29333.333333333332,MID218927
MMM,3666.6666666666665,MID218928
DMC,3666.6666666666665,MID218928
ONH,3666.6666666666665,MID218928
KRM,1000.0,MID218929
NTIC,1000.0,MID218929
DMC,1000.0,MID218929
TCA,1000.0,MID218929
LTSA,1000.0,MID218929
SM,10777.777777777777,MID218930
OK,10777.777777777777,MID218930
TCA,10777.777777777777,MID218930
ABT,10777.777777777777,MID218930
EPF,10777.777777777777,MID218930
MPJ,10777.777777777777,MID218930
MTFS,10777.777777777777,MID218930
NTIC,10777.777777777777,MID218930
OOGGL,10777.777777777777,MID218930
GS,10000.0,MID218931
ABT,10000.0,MID218931
ONH,10000.0,MID218931
MMM,10000.0,MID218931
OOGGL,17250.0,MID218932
MZNA,17250.0,MID218932
EPF,17250.0,MID218932
PG,17250.0,MID218932
DMC,1250.0,MID218933
EG,1250.0,MID218933
ONH,1250.0,MID218933
ABT,1250.0,MID218933
MZNA,1250.0,MID218933
JJN,1250.0,MID218933
PEP,1250.0,MID218933
EPF,1250.0,MID218933
DMC,7857.142857142857,MID218934
HD,7857.142857142857,MID218934
GS,7857.142857142857,MID218934
JJN,7857.142857142857,MID218934
ABC,7857.142857142857,MID218934
TWM,7857.142857142857,MID218934
MTFS,7857.142857142857,MID218934
KRM,142857.14285714287,MID218935
OCST,142857.14285714287,MID218935
MZNA,142857.14285714287,MID218935
EG,142857.14285714287,MID218935
HD,142857.14285714287,MID218935
PG,142857.14285714287,MID218935
MTFS,142857.14285714287,MID218935
PEP,1666.6666666666667,MID218936
MPJ,1666.6666666666667,MID218936
NEK,1666.6666666666667,MID218936
EPF,1666.6666666666667,MID218936
MTFS,1666.6666666666667,MID218936
DMC,1666.6666666666667,MID218936
NTIC,2500.0,MID218937
DMC,2500.0,MID218937
OOGGL,714.2857142857143,MID218938
MZNA,714.2857142857143,MID218938
EPF,714.2857142857143,MID218938
NEK,714.2857142857143,MID218938
HD,714.2857142857143,MID218938
MPJ,714.2857142857143,MID218938
FWC,714.2857142857143,MID218938
FWC,11500.0,MID218939
MZNA,11500.0,MID218939
OK,11500.0,MID218939
SM,11500.0,MID218939
CCSO,11500.0,MID218939
NEK,11500.0,MID218939
DMC,19400.0,MID218940
SM,19400.0,MID218940
OK,19400.0,MID218940
FWC,19400.0,MID218940
AB,19400.0,MID218940
NTIC,10000.0,MID218941
JJN,10000.0,MID218941
GMNA,10000.0,MID218941
EG,10000.0,MID218941
MTFS,833.3333333333334,MID218942
LTSA,833.3333333333334,MID218942
GS,833.3333333333334,MID218942
KRM,833.3333333333334,MID218942
FWC,833.3333333333334,MID218942
AB,833.3333333333334,MID218942
EG,40000.0,MID218943
SM,40000.0,MID218943
GMNA,9857.142857142857,MID218944
ABT,9857.142857142857,MID218944
EG,9857.142857142857,MID218944
ALPA,9857.142857142857,MID218944
SM,9857.142857142857,MID218944
MPJ,9857.142857142857,MID218944
OCST,9857.142857142857,MID218944
TCA,24250.0,MID218945
SM,24250.0,MID218945
AB,24250.0,MID218945
MTFS,24250.0,MID218945
PG,10000.0,MID218946
EG,10000.0,MID218946
NTIC,10000.0,MID218946
FWC,10000.0,MID218946
AB,10000.0,MID218946
EPF,13800.0,MID218947
NTIC,13800.0,MID218947
OOGGL,13800.0,MID218947
MMM,13800.0,MID218947
JJN,13800.0,MID218947
ONH,8888.888888888889,MID218948
KRM,8888.888888888889,MID218948
LTSA,8888.888888888889,MID218948
OOGGL,8888.888888888889,MID218948
GS,8888.888888888889,MID218948
NEK,8888.888888888889,MID218948
MMM,8888.888888888889,MID218948
PEP,8888.888888888889,MID218948
JJN,8888.888888888889,MID218948
DMC,15000.0,MID218949
MMM,15000.0,MID218949
PG,15000.0,MID218949
MPJ,15000.0,MID218949
KRM,15000.0,MID218949
ONH,15000.0,MID218949
ABT,714.2857142857143,MID218950
LTSA,714.2857142857143,MID218950
ONH,714.2857142857143,MID218950
MTFS,714.2857142857143,MID218950
KRM,714.2857142857143,MID218950
FWC,714.2857142857143,MID218950
NEK,714.2857142857143,MID218950
HD,13333.333333333334,MID218951
GS,13333.333333333334,MID218951
ABT,13333.333333333334,MID218951
LTSA,200000.0,MID218952
NEK,200000.0,MID218952
OK,200000.0,MID218952
ABC,200000.0,MID218952
CCSO,200000.0,MID218952
TWM,16333.333333333334,MID218953
SM,16333.333333333334,MID218953
MZNA,16333.333333333334,MID218953
FWC,15000.0,MID218954
NEK,15000.0,MID218954
PEP,15000.0,MID218954
PG,15000.0,MID218954
ABC,15000.0,MID218954
JJN,15000.0,MID218954
MZNA,11250.0,MID218955
CCSO,11250.0,MID218955
LTSA,11250.0,MID218955
KRM,11250.0,MID218955
OCST,11250.0,MID218955
JJN,11250.0,MID218955
EG,11250.0,MID218955
DMC,11250.0,MID218955
GS,18333.333333333332,MID218956
MPJ,18333.333333333332,MID218956
MTFS,18333.333333333332,MID218956
PEP,11000.0,MID218957
JJN,11000.0,MID218957
ABT,11000.0,MID218957
MPJ,11000.0,MID218957
NEK,11000.0,MID218957
TCA,200.0,MID218958
PG,200.0,MID218958
TWM,200.0,MID218958
KRM,200.0,MID218958
ABT,200.0,MID218958
MPJ,32333.333333333332,MID218959
GMNA,32333.333333333332,MID218959
AB,32333.333333333332,MID218959
MTFS,714.2857142857143,MID218960
MPJ,714.2857142857143,MID218960
PG,714.2857142857143,MID218960
EG,714.2857142857143,MID218960
KRM,714.2857142857143,MID218960
GMNA,714.2857142857143,MID218960
ALPA,714.2857142857143,MID218960
ONH,16166.666666666666,MID218961
NEK,16166.666666666666,MID218961
ABC,16166.666666666666,MID218961
PG,16166.666666666666,MID218961
GMNA,16166.666666666666,MID218961
JJN,16166.666666666666,MID218961
OCST,1428.5714285714287,MID218962
MMM,1428.5714285714287,MID218962
GS,1428.5714285714287,MID218962
OK,1428.5714285714287,MID218962
NTIC,1428.5714285714287,MID218962
PEP,1428.5714285714287,MID218962
EPF,1428.5714285714287,MID218962
ABC,11250.0,MID218963
TCA,11250.0,MID218963
AB,11250.0,MID218963
JJN,11250.0,MID218963
OCST,11250.0,MID218963
MZNA,11250.0,MID218963
PEP,11250.0,MID218963
GS,11250.0,MID218963
TWM,16333.333333333334,MID218964
SM,16333.333333333334,MID218964
OK,16333.333333333334,MID218964
PEP,15000.0,MID218965
NEK,15000.0,MID218965
OCST,15000.0,MID218965
NTIC,15000.0,MID218965
FWC,15000.0,MID218965
GMNA,15000.0,MID218965
OCST,13333.333333333334,MID218966
LTSA,13333.333333333334,MID218966
EPF,13333.333333333334,MID218966
EG,13333.333333333334,MID218966
AB,13333.333333333334,MID218966
TWM,13333.333333333334,MID218966
CCSO,1428.5714285714287,MID218967
KRM,1428.5714285714287,MID218967
TWM,1428.5714285714287,MID218967
TCA,1428.5714285714287,MID218967
LTSA,1428.5714285714287,MID218967
GMNA,1428.5714285714287,MID218967
ALPA,1428.5714285714287,MID218967
PEP,30000.0,MID218968
HD,30000.0,MID218968
TCA,30000.0,MID218968
TWM,111.11111111111111,MID218969
KRM,111.11111111111111,MID218969
GS,111.11111111111111,MID218969
ABC,111.11111111111111,MID218969
JJN,111.11111111111111,MID218969
PG,111.11111111111111,MID218969
ALPA,111.11111111111111,MID218969
ONH,111.11111111111111,MID218969
OK,111.11111111111111,MID218969
NTIC,9000.0,MID218970
KRM,9000.0,MID218970
DMC,9000.0,MID218970
TCA,9000.0,MID218970
TWM,9000.0,MID218970
OOGGL,10000.0,MID218971
ABC,10000.0,MID218971
FWC,10000.0,MID218971
PEP,10000.0,MID218971
JJN,10000.0,MID218971
MPJ,3333.3333333333335,MID218972
ABC,3333.3333333333335,MID218972
TWM,3333.3333333333335,MID218972
JJN,111111.11111111111,MID218973
KRM,111111.11111111111,MID218973
MTFS,111111.11111111111,MID218973
GMNA,111111.11111111111,MID218973
LTSA,111111.11111111111,MID218973
TCA,111111.11111111111,MID218973
NTIC,111111.11111111111,MID218973
NEK,111111.11111111111,MID218973
MZNA,111111.11111111111,MID218973
AB,26666.666666666668,MID218974
LTSA,26666.666666666668,MID218974
HD,26666.666666666668,MID218974
SM,6666.666666666667,MID218975
TCA,6666.666666666667,MID218975
MMM,6666.666666666667,MID218975
HD,6666.666666666667,MID218975
OOGGL,6666.666666666667,MID218975
EG,6666.666666666667,MID218975
ONH,10000.0,MID218976
EG,10000.0,MID218976
ABT,10000.0,MID218976
SM,10000.0,MID218976
HD,10000.0,MID218976
TWM,714.2857142857143,MID218977
EG,714.2857142857143,MID218977
OK,714.2857142857143,MID218977
JJN,714.2857142857143,MID218977
NTIC,714.2857142857143,MID218977
SM,714.2857142857143,MID218977
LTSA,714.2857142857143,MID218977
JJN,15000.0,MID218978
EPF,15000.0,MID218978
CCSO,15000.0,MID218978
ONH,15000.0,MID218978
MTFS,15000.0,MID218978
OK,15000.0,MID218978
MPJ,9800.0,MID218979
KRM,9800.0,MID218979
ONH,9800.0,MID218979
TCA,9800.0,MID218979
LTSA,9800.0,MID218979
JJN,30000.0,MID218980
MMM,30000.0,MID218980
TCA,30000.0,MID218980
EG,10000.0,MID218981
JJN,10000.0,MID218981
GS,10000.0,MID218981
NTIC,10000.0,MID218981
PG,10000.0,MID218981
DMC,125.0,MID218982
MPJ,125.0,MID218982
EG,125.0,MID218982
ONH,125.0,MID218982
LTSA,125.0,MID218982
ALPA,125.0,MID218982
TCA,125.0,MID218982
NEK,125.0,MID218982
OCST,30000.0,MID218983
MZNA,30000.0,MID218983
LTSA,30000.0,MID218983
GS,166666.66666666666,MID218984
PEP,166666.66666666666,MID218984
MMM,166666.66666666666,MID218984
AB,166666.66666666666,MID218984
FWC,166666.66666666666,MID218984
ALPA,166666.66666666666,MID218984
SM,13800.0,MID218985
TCA,13800.0,MID218985
OCST,13800.0,MID218985
GMNA,13800.0,MID218985
MZNA,13800.0,MID218985
ALPA,333333.3333333333,MID218986
ABT,333333.3333333333,MID218986
SM,333333.3333333333,MID218986
DMC,13333.333333333334,MID218987
FWC,13333.333333333334,MID218987
TCA,13333.333333333334,MID218987
EPF,13333.333333333334,MID218987
GS,13333.333333333334,MID218987
MMM,13333.333333333334,MID218987
MPJ,500000.0,MID218988
EG,500000.0,MID218988
MMM,30000.0,MID218989
GMNA,30000.0,MID218989
FWC,30000.0,MID218989
ALPA,6875.0,MID218990
GMNA,6875.0,MID218990
EPF,6875.0,MID218990
ABT,6875.0,MID218990
KRM,6875.0,MID218990
ONH,6875.0,MID218990
DMC,6875.0,MID218990
OOGGL,6875.0,MID218990
EG,1833.3333333333333,MID218991
ABT,1833.3333333333333,MID218991
MTFS,1833.3333333333333,MID218991
OK,1833.3333333333333,MID218991
OCST,1833.3333333333333,MID218991
OOGGL,1833.3333333333333,MID218991
KRM,7000.0,MID218992
MPJ,7000.0,MID218992
OCST,7000.0,MID218992
DMC,7000.0,MID218992
OOGGL,7000.0,MID218992
EG,7000.0,MID218992
ABT,7000.0,MID218992
LTSA,26666.666666666668,MID218993
NTIC,26666.666666666668,MID218993
TCA,26666.666666666668,MID218993
SM,5500.0,MID218994
LTSA,5500.0,MID218994
ABT,9166.666666666666,MID218995
GMNA,9166.666666666666,MID218995
MZNA,9166.666666666666,MID218995
NTIC,9166.666666666666,MID218995
LTSA,9166.666666666666,MID218995
NEK,9166.666666666666,MID218995
ONH,7857.142857142857,MID218996
MZNA,7857.142857142857,MID218996
FWC,7857.142857142857,MID218996
OCST,7857.142857142857,MID218996
KRM,7857.142857142857,MID218996
JJN,7857.142857142857,MID218996
CCSO,7857.142857142857,MID218996
GS,2200.0,MID218997
ONH,2200.0,MID218997
KRM,2200.0,MID218997
FWC,2200.0,MID218997
DMC,2200.0,MID218997
EPF,11500.0,MID218998
PG,11500.0,MID218998
ONH,11500.0,MID218998
MMM,11500.0,MID218998
MTFS,11500.0,MID218998
OOGGL,11500.0,MID218998
GS,10000.0,MID218999
JJN,10000.0,MID218999
PG,10000.0,MID218999
EG,10000.0,MID218999
MMM,14666.666666666666,MID219000
ABC,14666.666666666666,MID219000
AB,14666.666666666666,MID219000
CCSO,14666.666666666666,MID219000
PEP,14666.666666666666,MID219000
ONH,14666.666666666666,MID219000
GS,3333.3333333333335,MID219001
NTIC,3333.3333333333335,MID219001
KRM,3333.3333333333335,MID219001
GMNA,16333.333333333334,MID219002
MMM,16333.333333333334,MID219002
MTFS,16333.333333333334,MID219002
TWM,333333.3333333333,MID219003
KRM,333333.3333333333,MID219003
FWC,333333.3333333333,MID219003
DMC,16166.666666666666,MID219004
GMNA,16166.666666666666,MID219004
TCA,16166.666666666666,MID219004
TWM,16166.666666666666,MID219004
EG,16166.666666666666,MID219004
OCST,16166.666666666666,MID219004
PG,9166.666666666666,MID219005
OK,9166.666666666666,MID219005
SM,9166.666666666666,MID219005
ABT,9166.666666666666,MID219005
TWM,9166.666666666666,MID219005
EPF,9166.666666666666,MID219005
FWC,111.11111111111111,MID219006
NTIC,111.11111111111111,MID219006
NEK,111.11111111111111,MID219006
OCST,111.11111111111111,MID219006
ONH,111.11111111111111,MID219006
CCSO,111.11111111111111,MID219006
MPJ,111.11111111111111,MID219006
EG,111.11111111111111,MID219006
GS,111.11111111111111,MID219006
PEP,16000.0,MID219007
NEK,16000.0,MID219007
LTSA,16000.0,MID219007
MPJ,16000.0,MID219007
SM,16000.0,MID219007
PEP,23000.0,MID219008
LTSA,23000.0,MID219008
HD,23000.0,MID219008
PEP,1000.0,MID219009
CCSO,1000.0,MID219009
KRM,1000.0,MID219009
ALPA,1000.0,MID219009
EG,1000.0,MID219009
KRM,13333.333333333334,MID219010
GMNA,13333.333333333334,MID219010
ONH,13333.333333333334,MID219010
PEP,13333.333333333334,MID219010
OK,13333.333333333334,MID219010
EPF,13333.333333333334,MID219010
PG,625.0,MID219011
SM,625.0,MID219011
EG,625.0,MID219011
MTFS,625.0,MID219011
CCSO,625.0,MID219011
ABT,625.0,MID219011
PEP,625.0,MID219011
NTIC,625.0,MID219011
MPJ,5625.0,MID219012
JJN,5625.0,MID219012
GMNA,5625.0,MID219012
TWM,5625.0,MID219012
OK,5625.0,MID219012
MTFS,5625.0,MID219012
ABT,5625.0,MID219012
HD,5625.0,MID219012
PG,333333.3333333333,MID219013
SM,333333.3333333333,MID219013
ABC,333333.3333333333,MID219013
GMNA,16000.0,MID219014
MTFS,16000.0,MID219014
HD,16000.0,MID219014
NTIC,16000.0,MID219014
CCSO,16000.0,MID219014
PG,11500.0,MID219015
EPF,11500.0,MID219015
DMC,11500.0,MID219015
ALPA,11500.0,MID219015
MZNA,11500.0,MID219015
GMNA,11500.0,MID219015
MZNA,13333.333333333334,MID219016
JJN,13333.333333333334,MID219016
TWM,13333.333333333334,MID219016
ALPA,200000.0,MID219017
ABC,200000.0,MID219017
MPJ,200000.0,MID219017
EPF,200000.0,MID219017
SM,200000.0,MID219017
DMC,7500.0,MID219018
OOGGL,7500.0,MID219018
JJN,7500.0,MID219018
AB,7500.0,MID219018
SM,7500.0,MID219018
ALPA,7500.0,MID219018
KRM,125000.0,MID219019
EPF,125000.0,MID219019
ONH,125000.0,MID219019
LTSA,125000.0,MID219019
JJN,125000.0,MID219019
AB,125000.0,MID219019
NEK,125000.0,MID219019
TWM,125000.0,MID219019
TCA,1222.2222222222222,MID219020
ABC,1222.2222222222222,MID219020
GS,1222.2222222222222,MID219020
MTFS,1222.2222222222222,MID219020
EG,1222.2222222222222,MID219020
ABT,1222.2222222222222,MID219020
PG,1222.2222222222222,MID219020
EPF,1222.2222222222222,MID219020
DMC,1222.2222222222222,MID219020
KRM,1428.5714285714287,MID219021
MPJ,1428.5714285714287,MID219021
CCSO,1428.5714285714287,MID219021
HD,1428.5714285714287,MID219021
OOGGL,1428.5714285714287,MID219021
ONH,1428.5714285714287,MID219021
DMC,1428.5714285714287,MID219021
TCA,1111.111111111111,MID219022
ONH,1111.111111111111,MID219022
ALPA,1111.111111111111,MID219022
TWM,1111.111111111111,MID219022
NTIC,1111.111111111111,MID219022
GMNA,1111.111111111111,MID219022
GS,1111.111111111111,MID219022
PG,1111.111111111111,MID219022
MTFS,1111.111111111111,MID219022
CCSO,11500.0,MID219023
KRM,11500.0,MID219023
PEP,11500.0,MID219023
FWC,11500.0,MID219023
MZNA,11500.0,MID219023
AB,11500.0,MID219023
SM,13333.333333333334,MID219024
OCST,13333.333333333334,MID219024
JJN,13333.333333333334,MID219024
ABC,142.85714285714286,MID219025
ALPA,142.85714285714286,MID219025
TWM,142.85714285714286,MID219025
AB,142.85714285714286,MID219025
FWC,142.85714285714286,MID219025
GMNA,142.85714285714286,MID219025
SM,142.85714285714286,MID219025
OK,48500.0,MID219026
JJN,48500.0,MID219026
ABC,18333.333333333332,MID219027
ALPA,18333.333333333332,MID219027
FWC,18333.333333333332,MID219027
NEK,7142.857142857143,MID219028
CCSO,7142.857142857143,MID219028
ALPA,7142.857142857143,MID219028
EPF,7142.857142857143,MID219028
ABC,7142.857142857143,MID219028
DMC,7142.857142857143,MID219028
PG,7142.857142857143,MID219028
TWM,17250.0,MID219029
ABC,17250.0,MID219029
MPJ,17250.0,MID219029
PEP,17250.0,MID219029
ONH,6125.0,MID219030
CCSO,6125.0,MID219030
MZNA,6125.0,MID219030
NTIC,6125.0,MID219030
ABT,6125.0,MID219030
AB,6125.0,MID219030
LTSA,6125.0,MID219030
HD,6125.0,MID219030
LTSA,6666.666666666667,MID219031
OCST,6666.666666666667,MID219031
JJN,6666.666666666667,MID219031
SM,6666.666666666667,MID219031
ALPA,6666.666666666667,MID219031
ONH,6666.666666666667,MID219031
MTFS,8166.666666666667,MID219032
ONH,8166.666666666667,MID219032
OOGGL,8166.666666666667,MID219032
DMC,8166.666666666667,MID219032
TWM,8166.666666666667,MID219032
OCST,8166.666666666667,MID219032
JJN,16000.0,MID219033
ALPA,16000.0,MID219033
MPJ,16000.0,MID219033
NTIC,16000.0,MID219033
MMM,16000.0,MID219033
ALPA,166.66666666666666,MID219034
ONH,166.66666666666666,MID219034
MMM,166.66666666666666,MID219034
MPJ,166.66666666666666,MID219034
LTSA,166.66666666666666,MID219034
OK,166.66666666666666,MID219034
LTSA,13333.333333333334,MID219035
OK,13333.333333333334,MID219035
CCSO,13333.333333333334,MID219035
OOGGL,13333.333333333334,MID219035
AB,13333.333333333334,MID219035
ONH,13333.333333333334,MID219035
EPF,22000.0,MID219036
LTSA,22000.0,MID219036
NTIC,22000.0,MID219036
EG,22000.0,MID219036
LTSA,16000.0,MID219037
FWC,16000.0,MID219037
ALPA,16000.0,MID219037
GMNA,16000.0,MID219037
MMM,16000.0,MID219037
FWC,10000.0,MID219038
MPJ,10000.0,MID219038
CCSO,10000.0,MID219038
PG,10000.0,MID219038
PEP,16166.666666666666,MID219039
ABT,16166.666666666666,MID219039
NTIC,16166.666666666666,MID219039
DMC,16166.666666666666,MID219039
OOGGL,16166.666666666666,MID219039
FWC,16166.666666666666,MID219039
MZNA,250000.0,MID219040
MTFS,250000.0,MID219040
HD,250000.0,MID219040
EG,250000.0,MID219040
OK,17250.0,MID219041
GS,17250.0,MID219041
AB,17250.0,MID219041
MPJ,17250.0,MID219041
KRM,333.3333333333333,MID219042
TCA,333.3333333333333,MID219042
MZNA,333.3333333333333,MID219042
NTIC,13800.0,MID219043
TCA,13800.0,MID219043
LTSA,13800.0,MID219043
KRM,13800.0,MID219043
JJN,13800.0,MID219043
GMNA,20000.0,MID219044
TCA,20000.0,MID219044
NEK,20000.0,MID219044
MTFS,20000.0,MID219044
EG,6111.111111111111,MID219045
MTFS,6111.111111111111,MID219045
MPJ,6111.111111111111,MID219045
TCA,6111.111111111111,MID219045
KRM,6111.111111111111,MID219045
TWM,6111.111111111111,MID219045
AB,6111.111111111111,MID219045
CCSO,6111.111111111111,MID219045
FWC,6111.111111111111,MID219045
GS,500000.0,MID219046
EPF,500000.0,MID219046
NEK,30000.0,MID219047
AB,30000.0,MID219047
TCA,30000.0,MID219047
MZNA,17250.0,MID219048
MMM,17250.0,MID219048
PG,17250.0,MID219048
SM,17250.0,MID219048
FWC,1666.6666666666667,MID219049
SM,1666.6666666666667,MID219049
GMNA,1666.6666666666667,MID219049
SM,6111.111111111111,MID219050
FWC,6111.111111111111,MID219050
PG,6111.111111111111,MID219050
OK,6111.111111111111,MID219050
MMM,6111.111111111111,MID219050
GS,6111.111111111111,MID219050
ONH,6111.111111111111,MID219050
ABT,6111.111111111111,MID219050
TWM,6111.111111111111,MID219050
ALPA,24500.0,MID219051
OK,24500.0,MID219051
OK,22500.0,MID219052
MTFS,22500.0,MID219052
ABT,22500.0,MID219052
EPF,22500.0,MID219052
KRM,1833.3333333333333,MID219053
TWM,1833.3333333333333,MID219053
EG,1833.3333333333333,MID219053
OK,1833.3333333333333,MID219053
TCA,1833.3333333333333,MID219053
HD,1833.3333333333333,MID219053
LTSA,6666.666666666667,MID219054
GMNA,6666.666666666667,MID219054
AB,6666.666666666667,MID219054
HD,6666.666666666667,MID219054
ONH,6666.666666666667,MID219054
EPF,6666.666666666667,MID219054
PEP,19400.0,MID219055
MPJ,19400.0,MID219055
SM,19400.0,MID219055
MMM,19400.0,MID219055
NEK,19400.0,MID219055
EPF,5714.285714285715,MID219056
OOGGL,5714.285714285715,MID219056
MMM,5714.285714285715,MID219056
FWC,5714.285714285715,MID219056
EG,5714.285714285715,MID219056
CCSO,5714.285714285715,MID219056
TWM,5714.285714285715,MID219056
TWM,5000.0,MID219057
MPJ,5000.0,MID219057
MTFS,5000.0,MID219057
ABT,5000.0,MID219057
AB,5000.0,MID219057
EPF,5000.0,MID219057
OK,5000.0,MID219057
TCA,5000.0,MID219057
HD,6111.111111111111,MID219058
LTSA,6111.111111111111,MID219058
ONH,6111.111111111111,MID219058
PG,6111.111111111111,MID219058
NTIC,6111.111111111111,MID219058
GMNA,6111.111111111111,MID219058
NEK,6111.111111111111,MID219058
AB,6111.111111111111,MID219058
ABC,6111.111111111111,MID219058
MTFS,111111.11111111111,MID219059
KRM,111111.11111111111,MID219059
PEP,111111.11111111111,MID219059
MPJ,111111.11111111111,MID219059
EPF,111111.11111111111,MID219059
FWC,111111.11111111111,MID219059
ALPA,111111.11111111111,MID219059
NEK,111111.11111111111,MID219059
OOGGL,111111.11111111111,MID219059
OK,8333.333333333334,MID219060
OCST,8333.333333333334,MID219060
JJN,8333.333333333334,MID219060
MTFS,8333.333333333334,MID219060
EPF,8333.333333333334,MID219060
PEP,8333.333333333334,MID219060
OCST,13333.333333333334,MID219061
PG,13333.333333333334,MID219061
SM,13333.333333333334,MID219061
LTSA,6125.0,MID219062
OOGGL,6125.0,MID219062
OK,6125.0,MID219062
EG,6125.0,MID219062
FWC,6125.0,MID219062
MPJ,6125.0,MID219062
NTIC,6125.0,MID219062
ALPA,6125.0,MID219062
JJN,17250.0,MID219063
KRM,17250.0,MID219063
NEK,17250.0,MID219063
ONH,17250.0,MID219063
ALPA,5625.0,MID219064
TWM,5625.0,MID219064
NEK,5625.0,MID219064
HD,5625.0,MID219064
EG,5625.0,MID219064
PEP,5625.0,MID219064
GS,5625.0,MID219064
OOGGL,5625.0,MID219064
OOGGL,142857.14285714287,MID219065
OCST,142857.14285714287,MID219065
FWC,142857.14285714287,MID219065
KRM,142857.14285714287,MID219065
NEK,142857.14285714287,MID219065
LTSA,142857.14285714287,MID219065
ONH,142857.14285714287,MID219065
PEP,6111.111111111111,MID219066
NEK,6111.111111111111,MID219066
GMNA,6111.111111111111,MID219066
DMC,6111.111111111111,MID219066
MZNA,6111.111111111111,MID219066
HD,6111.111111111111,MID219066
FWC,6111.111111111111,MID219066
MTFS,6111.111111111111,MID219066
ONH,6111.111111111111,MID219066
GMNA,12500.0,MID219067
TWM,12500.0,MID219067
EPF,12500.0,MID219067
MTFS,12500.0,MID219067
PEP,333333.3333333333,MID219068
MMM,333333.3333333333,MID219068
ALPA,333333.3333333333,MID219068
GMNA,8166.666666666667,MID219069
ONH,8166.666666666667,MID219069
EG,8166.666666666667,MID219069
MMM,8166.666666666667,MID219069
ABT,8166.666666666667,MID219069
SM,8166.666666666667,MID219069
JJN,16333.333333333334,MID219070
MMM,16333.333333333334,MID219070
EPF,16333.333333333334,MID219070
EG,555.5555555555555,MID219071
ONH,555.5555555555555,MID219071
LTSA,555.5555555555555,MID219071
ABC,555.5555555555555,MID219071
OCST,555.5555555555555,MID219071
MTFS,555.5555555555555,MID219071
FWC,555.5555555555555,MID219071
PEP,555.5555555555555,MID219071
AB,555.5555555555555,MID219071
CCSO,1666.6666666666667,MID219072
JJN,1666.6666666666667,MID219072
EPF,1666.6666666666667,MID219072
LTSA,1666.6666666666667,MID219072
PG,1666.6666666666667,MID219072
OK,1666.6666666666667,MID219072
SM,1111.111111111111,MID219073
EG,1111.111111111111,MID219073
CCSO,1111.111111111111,MID219073
KRM,1111.111111111111,MID219073
MMM,1111.111111111111,MID219073
PG,1111.111111111111,MID219073
MTFS,1111.111111111111,MID219073
OK,1111.111111111111,MID219073
DMC,1111.111111111111,MID219073
SM,250000.0,MID219074
KRM,250000.0,MID219074
GS,250000.0,MID219074
PG,250000.0,MID219074
ALPA,16333.333333333334,MID219075
MZNA,16333.333333333334,MID219075
MTFS,16333.333333333334,MID219075
FWC,250000.0,MID219076
NEK,250000.0,MID219076
TCA,250000.0,MID219076
CCSO,250000.0,MID219076
SM,15000.0,MID219077
OK,15000.0,MID219077
NTIC,15000.0,MID219077
OOGGL,15000.0,MID219077
EG,15000.0,MID219077
DMC,15000.0,MID219077
GS,1111.111111111111,MID219078
TWM,1111.111111111111,MID219078
OK,1111.111111111111,MID219078
DMC,1111.111111111111,MID219078
TCA,1111.111111111111,MID219078
