MEMBER_ID,Expected Final Portfolio Value,Median Final Portfolio Value,Standard Deviation of Final Portfolio Value,Value at Risk (VaR 95%),Conditional Value at Risk (CVaR 95%),Probability of Loss,Sharpe Ratio
MID239298,"$60,327.25","$58,688.14","$12,125.82","$5,749.63","$8,990.18",17.80%,0.9341
MID239299,"$85,007.18","$83,579.05","$18,052.97","$9,617.88","$14,460.40",18.60%,0.8867
MID239300,"$1,231,007.20","$1,197,893.50","$260,319.90","$134,739.49","$202,899.36",19.40%,0.8874
MID239301,"$6,108.12","$6,025.10","$1,214.61",$645.17,"$1,058.78",18.00%,0.9123
MID239302,"$12,264.35","$12,032.68","$2,469.35","$1,286.39","$1,975.00",19.20%,0.9170
MID239303,"$55,271.50","$54,189.34","$11,267.31","$6,629.59","$9,113.67",18.80%,0.9116
MID239304,"$12,261.89","$12,087.84","$2,555.27","$1,377.48","$2,033.75",20.80%,0.8852
MID239305,"$1,231,671.07","$1,216,535.22","$248,222.26","$147,972.94","$239,592.52",17.00%,0.9333
MID239306,"$61,006.68","$59,536.79","$12,778.18","$5,520.28","$10,154.89",19.60%,0.9396
MID239307,"$49,205.44","$48,341.53","$10,406.53","$5,480.52","$9,310.83",17.80%,0.8846
MID239308,"$62,712.15","$61,023.94","$13,715.19","$6,288.22","$9,087.05",18.00%,0.9269
MID239309,"$120,875.54","$117,278.44","$27,800.18","$14,588.60","$21,195.13",17.40%,0.8588
MID239310,"$49,553.74","$48,853.55","$10,424.12","$5,194.68","$8,528.65",17.20%,0.9165
MID239311,"$67,078.06","$66,500.95","$13,467.93","$7,349.81","$12,152.36",19.40%,0.8968
MID239312,"$106,452.83","$102,918.28","$22,372.25","$13,291.63","$18,184.96",21.00%,0.8248
MID239313,"$13,535.72","$13,264.59","$2,766.11","$1,644.46","$2,446.92",16.40%,0.9167
MID239314,"$13,458.05","$13,157.80","$2,610.79","$1,414.64","$2,193.48",17.20%,0.9415
MID239315,"$1,210,726.58","$1,192,336.24","$244,979.07","$145,640.49","$224,413.46",20.60%,0.8602
MID239316,"$1,241,645.34","$1,220,861.64","$254,903.13","$143,779.77","$202,014.41",17.60%,0.9480
MID239317,"$49,629.92","$48,728.06","$10,569.78","$5,908.09","$9,348.08",17.60%,0.9111
MID239318,"$6,168.79","$6,125.90","$1,293.34",$721.40,"$1,173.05",18.40%,0.9037
MID239319,"$66,908.18","$65,787.08","$14,279.16","$8,520.46","$13,594.17",20.80%,0.8340
MID239320,"$48,476.82","$47,627.55","$9,843.99","$5,566.05","$7,913.86",18.60%,0.8611
MID239321,"$12,170.95","$11,941.44","$2,631.53","$1,602.04","$2,237.43",21.00%,0.8250
MID239322,"$49,191.53","$47,428.13","$10,564.88","$5,844.46","$8,013.54",17.80%,0.8700
MID239323,"$55,089.37","$54,486.07","$10,837.86","$6,244.52","$9,140.98",16.40%,0.9309
MID239324,"$55,705.02","$54,885.77","$10,958.06","$5,923.04","$9,019.24",17.20%,0.9769
MID239325,"$60,319.09","$58,406.46","$12,416.62","$6,414.45","$10,169.84",17.60%,0.9116
MID239326,"$1,229,931.02","$1,192,433.52","$260,791.07","$131,266.07","$221,116.50",17.00%,0.8817
MID239327,"$12,381.93","$12,016.05","$2,678.23","$1,299.28","$1,893.73",19.80%,0.8894
MID239328,"$55,915.89","$54,538.38","$12,046.28","$6,570.33","$9,427.81",18.00%,0.9062
MID239329,"$61,995.69","$60,724.00","$13,144.51","$5,264.11","$10,037.07",19.00%,0.9126
MID239330,"$13,542.77","$13,178.52","$2,868.48","$1,276.59","$2,209.88",18.40%,0.8865
MID239331,"$49,137.15","$47,928.43","$10,626.08","$6,267.27","$9,191.99",19.60%,0.8599
MID239332,"$84,744.79","$81,894.58","$18,557.61","$8,508.45","$13,987.96",21.00%,0.8484
MID239333,"$54,678.82","$52,954.44","$11,984.29","$5,834.77","$9,944.73",21.80%,0.8076
MID239334,"$1,221,548.87","$1,192,954.83","$250,710.19","$123,443.96","$184,499.76",19.40%,0.8837
MID239335,"$1,231.17","$1,188.29",$274.64,$138.35,$185.45,20.40%,0.8417
MID239336,"$84,208.29","$82,950.64","$18,816.41","$13,235.79","$18,269.02",22.20%,0.8082
MID239337,"$119,219.03","$115,959.72","$25,682.68","$12,474.30","$22,517.30",16.80%,0.8651
MID239338,"$12,395.20","$12,264.10","$2,694.34","$1,558.81","$2,453.63",19.80%,0.8890
MID239339,"$12,221.37","$11,937.95","$2,485.70","$1,350.42","$2,210.27",17.80%,0.8937
MID239340,"$13,546.22","$13,362.20","$2,908.19","$1,735.37","$2,440.08",18.80%,0.8755
MID239341,"$55,330.74","$54,179.15","$10,952.07","$6,253.23","$9,083.01",17.20%,0.9433
MID239342,"$1,253,056.14","$1,228,971.95","$259,217.80","$123,857.96","$197,904.50",16.40%,0.9762
MID239343,"$1,224,375.86","$1,207,220.38","$238,921.08","$133,117.75","$192,989.57",17.60%,0.9391
MID239344,"$117,384.75","$114,686.22","$24,287.37","$13,984.60","$22,302.47",20.20%,0.8393
MID239345,"$61,087.57","$59,894.33","$12,956.88","$7,430.37","$10,003.84",20.80%,0.8557
MID239346,"$107,128.45","$103,845.61","$23,093.82","$12,378.88","$18,193.85",21.60%,0.8283
MID239347,"$85,507.28","$84,109.10","$19,221.74","$9,892.05","$15,881.81",19.40%,0.8588
MID239348,"$6,167.54","$6,037.14","$1,328.27",$772.36,"$1,046.56",18.40%,0.8790
MID239349,"$120,886.03","$119,545.62","$25,773.73","$13,313.80","$19,574.61",18.00%,0.9268
MID239350,"$1,221,933.78","$1,195,466.61","$268,072.91","$168,428.03","$226,725.89",20.20%,0.8279
MID239351,"$1,227,928.98","$1,198,584.27","$254,828.39","$144,748.76","$216,232.35",18.20%,0.8944
MID239352,"$1,232,962.61","$1,213,098.84","$259,090.37","$132,427.93","$198,312.34",19.60%,0.8992
MID239353,"$111,882.53","$110,437.80","$22,742.05","$13,165.39","$20,577.49",17.60%,0.9622
MID239354,"$67,442.69","$66,342.98","$13,668.28","$7,673.54","$11,008.94",18.00%,0.9103
MID239355,"$97,879.33","$95,795.26","$20,145.10","$11,575.09","$17,753.57",18.40%,0.8875
MID239356,"$60,945.40","$59,401.67","$13,166.11","$7,672.23","$10,788.60",20.40%,0.8313
MID239357,"$12,447.90","$12,232.52","$2,656.97","$1,380.85","$1,875.94",17.60%,0.9213
MID239358,"$12,326.47","$12,029.63","$2,710.79","$1,485.67","$2,181.18",18.60%,0.8582
MID239359,"$47,902.00","$46,718.36","$9,593.56","$6,128.40","$8,523.45",19.00%,0.8237
MID239360,"$85,260.49","$83,348.50","$18,823.99","$11,403.63","$15,822.75",18.20%,0.8638
MID239361,"$112,117.95","$109,380.43","$24,316.38","$13,258.87","$20,190.97",18.60%,0.9096
MID239362,"$118,572.96","$116,762.05","$23,652.02","$13,515.32","$20,239.14",18.40%,0.9121
MID239363,"$99,300.57","$96,709.34","$21,046.72","$9,447.27","$16,521.93",16.60%,0.9170
MID239364,"$98,956.71","$96,230.53","$21,463.37","$12,939.08","$18,328.10",18.40%,0.8832
MID239365,"$49,808.22","$48,872.49","$10,433.41","$4,938.70","$7,805.69",15.60%,0.9401
MID239366,"$107,579.04","$103,600.57","$22,141.30","$11,060.05","$17,203.87",18.40%,0.8843
MID239367,"$98,825.84","$96,282.83","$21,637.24","$12,374.79","$19,159.91",17.00%,0.8701
MID239368,"$106,941.61","$103,209.57","$23,441.18","$13,146.15","$20,647.70",20.20%,0.8080
MID239369,"$120,165.18","$116,984.99","$24,642.12","$12,757.38","$19,766.05",15.60%,0.9401
MID239370,"$99,702.03","$96,016.69","$20,477.49","$7,460.58","$15,820.02",13.40%,0.9621
MID239371,"$54,585.29","$53,360.25","$11,213.79","$6,605.89","$9,755.39",20.40%,0.8548
MID239372,"$110,084.93","$107,934.15","$23,241.20","$13,340.93","$20,435.00",18.80%,0.8642
MID239373,"$61,952.61","$60,439.07","$12,341.20","$6,722.11","$9,727.92",17.60%,0.9685
MID239374,"$85,402.84","$83,087.72","$17,251.70","$8,081.12","$11,870.85",15.40%,0.9508
MID239375,"$98,052.82","$96,598.67","$20,257.64","$11,178.69","$17,411.66",20.00%,0.8912
MID239376,"$60,054.95","$59,189.94","$11,420.98","$6,067.82","$9,254.34",16.60%,0.9680
MID239377,"$62,204.92","$61,743.49","$12,913.33","$7,842.10","$10,582.80",17.80%,0.9451
MID239378,"$49,254.18","$47,964.84","$9,733.71","$5,001.78","$7,397.62",18.00%,0.9507
MID239379,"$1,214,103.59","$1,199,650.61","$248,311.63","$129,762.08","$201,031.96",20.20%,0.8622
MID239380,"$55,455.94","$54,004.00","$11,388.19","$5,192.43","$9,275.49",18.40%,0.9181
MID239381,"$13,473.99","$13,168.78","$2,908.09","$1,834.86","$2,523.59",18.80%,0.8507
MID239382,"$49,651.72","$49,394.99","$10,575.93","$5,440.68","$8,568.83",19.80%,0.9126
MID239383,"$59,875.78","$59,421.78","$12,137.87","$7,728.35","$11,495.14",18.20%,0.8960
MID239384,"$60,683.01","$58,981.72","$12,169.39","$6,184.97","$9,113.55",15.20%,0.9600
MID239385,"$1,253,269.18","$1,234,475.17","$259,472.40","$136,995.64","$201,921.94",16.00%,0.9761
MID239386,"$55,083.21","$54,526.37","$11,494.90","$6,722.17","$10,298.91",19.00%,0.8772
MID239387,"$1,240.17","$1,207.79",$268.47,$150.17,$200.09,20.00%,0.8946
MID239388,"$120,402.96","$117,472.01","$23,373.14","$9,090.29","$17,871.04",13.60%,1.0013
MID239389,"$12,250.56","$12,032.76","$2,421.79","$1,476.83","$2,224.41",17.40%,0.9293
MID239390,"$49,266.17","$47,756.19","$10,168.82","$5,647.53","$8,152.23",16.20%,0.9112
MID239391,"$97,972.22","$96,692.38","$20,206.71","$10,670.67","$16,122.17",19.60%,0.8894
MID239392,"$68,081.78","$66,423.13","$14,209.43","$8,394.76","$10,841.57",15.80%,0.9206
MID239393,"$68,006.27","$66,883.98","$14,673.86","$8,849.87","$12,691.34",18.40%,0.8864
MID239394,"$6,149.90","$6,049.07","$1,250.31",$591.31,"$1,131.62",17.40%,0.9197
MID239395,"$1,226,406.34","$1,203,699.27","$242,842.22","$120,607.52","$195,168.96",17.40%,0.9323
MID239396,"$67,166.64","$65,994.15","$14,401.15","$7,450.76","$12,279.47",20.80%,0.8448
MID239397,"$49,048.30","$47,610.62","$10,538.23","$6,218.10","$8,889.47",19.40%,0.8586
MID239398,"$119,495.29","$115,782.20","$25,793.97","$13,010.14","$19,874.85",18.00%,0.8721
MID239399,"$6,165.27","$5,990.00","$1,336.14",$619.62,"$1,065.18",17.60%,0.8721
MID239400,"$61,122.73","$59,877.97","$12,432.32","$6,164.36","$9,791.71",19.40%,0.8947
MID239401,"$61,933.58","$61,055.78","$12,235.28","$6,059.72","$9,781.68",16.00%,0.9753
MID239402,"$49,900.82","$48,543.91","$10,797.45","$4,863.49","$7,804.27",17.20%,0.9170
MID239403,"$55,660.97","$54,168.27","$11,528.38","$5,921.81","$8,413.95",16.80%,0.9248
MID239404,"$119,678.69","$116,798.75","$24,582.35","$11,053.37","$18,247.11",17.60%,0.9226
MID239405,"$66,792.63","$64,503.96","$13,223.14","$5,952.33","$9,462.76",18.40%,0.8918
MID239406,"$1,227.94","$1,207.21",$256.60,$159.30,$210.77,17.00%,0.8883
MID239407,"$1,227,340.61","$1,194,708.15","$255,456.87","$127,456.39","$187,976.47",17.00%,0.8899
MID239408,"$13,627.43","$13,367.80","$2,711.75","$1,660.39","$2,321.00",16.00%,0.9689
MID239409,"$68,481.33","$67,031.94","$14,693.96","$7,344.71","$12,234.30",17.00%,0.9175
MID239410,"$98,694.01","$97,967.91","$20,750.22","$13,228.18","$18,419.97",18.60%,0.9009
MID239411,"$48,875.03","$48,397.44","$9,336.90","$6,013.01","$8,321.04",16.80%,0.9505
MID239412,"$6,180.52","$6,033.27","$1,325.30",$662.43,"$1,000.91",19.60%,0.8908
MID239413,"$1,241,616.58","$1,209,370.02","$249,879.06","$111,114.43","$180,486.54",16.40%,0.9669
MID239414,"$13,352.61","$13,109.65","$2,877.47","$1,842.09","$2,580.74",22.00%,0.8176
MID239415,"$1,222.68","$1,180.72",$254.33,$125.50,$207.73,17.40%,0.8755
MID239416,"$84,425.08","$81,611.94","$18,436.77","$10,824.15","$14,488.79",20.80%,0.8366
MID239417,"$60,009.49","$59,376.24","$12,147.05","$6,516.39","$10,349.96",16.60%,0.9064
MID239418,"$84,011.93","$81,266.37","$17,912.23","$9,884.49","$14,997.72",21.60%,0.8381
MID239419,"$108,596.58","$106,573.56","$22,164.20","$11,116.96","$17,286.96",17.20%,0.9293
MID239420,"$6,247.15","$6,084.09","$1,326.63",$665.90,"$1,031.52",15.80%,0.9401
MID239421,"$6,168.22","$6,092.47","$1,266.00",$734.91,"$1,082.53",19.20%,0.9228
MID239422,"$48,949.82","$47,111.05","$10,775.19","$5,874.80","$8,419.15",20.00%,0.8306
MID239423,"$13,935.53","$13,625.27","$2,926.86","$1,279.79","$2,032.89",15.80%,1.0030
MID239424,"$13,537.18","$13,037.73","$2,924.84","$1,607.60","$2,147.51",18.80%,0.8675
MID239425,"$82,912.69","$81,257.83","$15,537.68","$8,205.92","$13,117.03",19.20%,0.8954
MID239426,"$110,360.10","$107,768.17","$22,350.93","$11,846.43","$18,536.53",18.40%,0.9109
MID239427,"$12,343.06","$11,984.06","$2,556.50","$1,211.86","$1,816.53",18.00%,0.9165
MID239428,"$84,098.79","$81,431.18","$17,027.60","$8,650.18","$13,418.08",18.40%,0.8867
MID239429,"$56,414.33","$55,539.79","$11,546.47","$5,150.61","$8,026.24",16.60%,0.9886
MID239430,"$49,207.15","$48,596.94","$9,784.08","$5,289.50","$8,606.45",16.80%,0.9410
MID239431,"$1,218,365.41","$1,187,920.82","$258,606.00","$163,546.04","$225,861.14",20.20%,0.8444
MID239432,"$48,141.57","$47,778.92","$9,673.36","$6,890.34","$9,436.90",22.40%,0.8416
MID239433,"$110,977.04","$107,925.75","$22,305.00","$11,041.35","$16,608.68",18.00%,0.9405
MID239434,"$1,215,732.88","$1,174,799.04","$246,972.67","$132,416.62","$193,535.94",18.80%,0.8735
MID239435,"$56,304.55","$55,191.17","$11,879.18","$5,662.63","$8,997.70",16.20%,0.9516
MID239436,"$108,375.55","$106,175.15","$21,913.10","$11,879.85","$19,321.69",16.20%,0.9298
MID239437,"$13,532.65","$13,320.23","$2,769.87","$1,413.43","$2,277.17",18.60%,0.9144
MID239438,"$110,345.46","$108,304.32","$21,031.78","$11,537.81","$17,417.49",16.40%,0.9674
MID239439,"$96,805.05","$94,746.46","$20,229.70","$12,798.56","$18,508.51",20.00%,0.8307
MID239440,"$6,202.67","$6,068.47","$1,351.01",$786.42,"$1,128.65",18.20%,0.8902
MID239441,"$13,319.52","$13,090.27","$2,859.12","$1,936.52","$2,548.98",21.80%,0.8113
MID239442,"$111,873.90","$109,302.26","$24,743.25","$13,292.87","$19,476.36",18.60%,0.8840
MID239443,"$110,337.93","$108,767.73","$21,993.27","$12,328.43","$19,614.35",18.20%,0.9247
MID239444,"$12,086.14","$11,692.94","$2,616.77","$1,695.80","$2,224.25",21.00%,0.7972
MID239445,"$1,229.40","$1,209.22",$246.92,$125.99,$229.03,18.00%,0.9291
MID239446,"$1,234,062.16","$1,201,680.23","$256,830.60","$143,711.63","$200,885.16",18.40%,0.9113
MID239447,"$59,950.33","$58,513.96","$12,619.84","$7,298.69","$10,560.80",19.00%,0.8677
MID239448,"$84,800.89","$83,604.47","$16,987.53","$9,599.87","$14,247.89",17.40%,0.9301
MID239449,"$118,261.80","$116,309.10","$25,217.32","$15,031.53","$21,346.03",20.40%,0.8431
MID239450,"$1,213,725.36","$1,189,396.89","$250,569.26","$159,669.07","$226,563.93",20.20%,0.8530
MID239451,"$1,227,784.93","$1,209,759.87","$250,987.71","$137,611.30","$204,482.35",19.40%,0.9076
MID239452,"$12,361.96","$12,177.31","$2,588.36","$1,404.81","$2,164.05",17.60%,0.9125
MID239453,"$97,436.60","$95,759.56","$20,030.83","$11,793.75","$17,901.46",19.40%,0.8705
MID239454,"$13,624.86","$13,457.55","$2,848.96","$1,520.53","$2,262.83",19.60%,0.9213
MID239455,"$1,225.63","$1,192.79",$254.76,$155.20,$234.70,18.20%,0.8857
MID239456,"$99,679.78","$97,440.84","$21,686.63","$8,759.32","$15,158.67",17.60%,0.9075
MID239457,"$49,810.65","$48,421.08","$10,751.13","$5,142.94","$7,634.05",19.00%,0.9125
MID239458,"$84,212.89","$82,317.43","$16,673.68","$7,911.68","$12,554.78",18.40%,0.9124
MID239459,"$1,215.46","$1,190.07",$244.89,$151.61,$202.84,17.40%,0.8798
MID239460,"$60,092.26","$59,225.92","$12,480.09","$7,223.65","$9,937.13",19.00%,0.8888
MID239461,"$49,748.10","$48,184.57","$11,149.78","$5,990.30","$8,440.80",20.00%,0.8743
MID239462,"$97,946.15","$94,770.83","$18,993.13","$9,725.91","$14,768.57",13.80%,0.9449
MID239463,"$1,252.42","$1,237.63",$253.19,$107.02,$203.37,17.60%,0.9969
MID239464,"$1,232,216.62","$1,189,752.01","$251,647.90","$128,122.42","$204,831.30",17.20%,0.9228
MID239465,"$119,536.05","$117,828.75","$24,668.92","$12,540.01","$19,408.79",18.20%,0.9135
MID239466,"$12,254.83","$11,869.54","$2,444.60","$1,549.28","$2,009.25",16.40%,0.9224
MID239467,"$109,317.60","$106,433.77","$21,206.14","$8,594.48","$14,238.66",14.80%,1.0053
MID239468,"$12,366.91","$12,021.08","$2,461.40","$1,293.87","$1,735.01",16.40%,0.9616
MID239469,"$13,466.29","$13,257.04","$2,865.45","$1,723.33","$2,320.88",20.20%,0.8607
MID239470,"$1,242,919.20","$1,206,985.63","$254,997.00","$101,703.62","$173,521.87",15.40%,0.9526
MID239471,"$1,220.90","$1,196.64",$247.76,$143.73,$218.38,18.20%,0.8916
MID239472,"$108,665.53","$106,220.48","$21,593.08","$12,434.29","$16,996.50",20.20%,0.8644
MID239473,"$116,639.57","$114,639.36","$23,572.01","$14,084.81","$19,936.78",21.60%,0.8332
MID239474,"$6,172.14","$6,008.17","$1,286.98",$622.50,$963.52,20.20%,0.9108
MID239475,"$84,540.01","$83,013.37","$17,476.61","$9,949.23","$15,274.98",18.80%,0.8892
MID239476,"$1,222,819.56","$1,181,832.91","$261,718.25","$156,707.51","$230,303.18",19.00%,0.8514
MID239477,"$6,194.76","$6,059.40","$1,297.57",$712.35,"$1,100.66",18.40%,0.9208
MID239478,"$55,101.88","$54,149.41","$11,284.36","$6,166.88","$8,947.52",18.60%,0.8952
MID239479,"$59,927.52","$58,180.31","$12,251.24","$6,408.87","$9,599.14",17.20%,0.8920
MID239480,"$59,899.35","$58,449.16","$12,867.13","$7,490.01","$11,313.30",21.60%,0.8471
MID239481,"$6,246.73","$6,068.16","$1,375.41",$660.69,"$1,073.26",16.20%,0.9064
MID239482,"$60,769.20","$59,322.76","$12,692.39","$6,210.12","$9,688.63",17.60%,0.9273
MID239483,"$60,257.57","$59,210.77","$11,961.42","$6,391.26","$9,389.09",17.00%,0.9412
MID239484,"$1,226.64","$1,205.99",$242.74,$108.01,$169.39,19.00%,0.9337
MID239485,"$1,233,463.76","$1,204,537.54","$253,133.60","$147,457.90","$204,104.94",16.40%,0.9223
MID239486,"$13,516.96","$13,231.13","$2,751.94","$1,310.24","$2,119.96",17.60%,0.9146
MID239487,"$1,221.62","$1,201.07",$247.53,$138.41,$214.88,19.40%,0.8953
MID239488,"$60,475.15","$58,677.39","$12,699.82","$6,635.73","$10,135.04",18.20%,0.9036
MID239489,"$84,679.51","$82,981.47","$17,126.67","$9,650.21","$14,463.80",18.20%,0.9155
MID239490,"$110,365.49","$109,426.64","$23,061.94","$14,262.29","$20,130.88",18.20%,0.8831
MID239491,"$119,077.70","$117,395.78","$24,810.75","$12,725.36","$20,197.03",19.60%,0.8898
MID239492,"$1,223,983.97","$1,185,159.67","$252,537.73","$145,824.17","$203,915.99",19.80%,0.8869
MID239493,"$6,060.69","$5,987.61","$1,282.06",$703.27,"$1,096.25",22.20%,0.8273
MID239494,"$1,232,314.85","$1,211,843.18","$251,292.81","$155,179.69","$209,125.43",18.40%,0.9245
MID239495,"$6,162.26","$6,055.35","$1,291.00",$659.82,"$1,150.04",18.00%,0.9003
MID239496,"$60,326.11","$58,763.46","$12,860.57","$6,391.07","$9,938.80",19.80%,0.8807
MID239497,"$96,777.93","$94,702.32","$19,708.88","$12,099.97","$17,997.85",21.80%,0.8513
MID239498,"$107,538.29","$104,507.03","$22,138.23","$10,976.03","$15,942.25",20.40%,0.8826
MID239499,"$1,225.34","$1,209.62",$254.34,$143.99,$225.75,18.80%,0.8860
MID239500,"$1,232,002.98","$1,228,217.47","$238,054.01","$140,890.93","$191,118.18",18.20%,0.9746
MID239501,"$6,136.51","$6,017.95","$1,225.82",$559.91,$972.10,17.80%,0.9271
MID239502,"$13,459.40","$12,991.18","$2,651.98","$1,327.08","$1,995.63",16.00%,0.9274
MID239503,"$1,230.69","$1,212.41",$258.31,$161.60,$224.29,19.20%,0.8931
MID239504,"$60,530.63","$59,432.51","$12,105.24","$5,679.97","$8,895.07",17.20%,0.9525
MID239505,"$107,718.65","$105,206.27","$23,814.67","$13,408.32","$20,267.75",18.40%,0.8280
MID239506,"$49,149.33","$48,190.44","$10,869.89","$5,861.67","$8,610.06",20.80%,0.8417
MID239507,"$1,229,502.86","$1,222,634.13","$249,352.01","$143,425.64","$203,880.73",17.40%,0.9204
MID239508,"$6,123.75","$5,962.95","$1,309.15",$716.03,"$1,110.74",20.40%,0.8584
MID239509,"$119,259.71","$117,338.39","$24,707.04","$13,640.96","$20,235.84",17.80%,0.9009
MID239510,"$6,075.29","$5,945.47","$1,233.41",$764.78,"$1,098.23",19.20%,0.8718
MID239511,"$85,699.46","$83,796.21","$17,938.60","$8,033.88","$12,645.01",17.80%,0.9309
MID239512,"$59,396.98","$57,486.81","$12,661.71","$8,639.07","$11,158.45",20.80%,0.8211
MID239513,"$12,437.90","$12,026.44","$2,549.29","$1,035.88","$1,807.77",16.80%,0.9563
MID239514,"$55,387.14","$53,970.71","$11,041.62","$6,111.63","$8,483.55",15.80%,0.9407
MID239515,"$1,223,191.54","$1,204,608.69","$258,283.91","$159,773.78","$233,100.31",19.80%,0.8641
MID239516,"$59,866.08","$58,528.65","$11,805.69","$5,847.73","$9,780.37",18.40%,0.9204
MID239517,"$12,154.87","$11,915.72","$2,557.27","$1,568.06","$2,219.17",20.80%,0.8426
MID239518,"$1,235.20","$1,235.63",$236.22,$152.25,$203.66,17.40%,0.9957
MID239519,"$118,866.49","$116,789.65","$23,550.73","$12,141.24","$18,279.48",18.60%,0.9285
MID239520,"$83,928.70","$82,454.66","$17,151.80","$10,501.47","$15,032.36",19.60%,0.8704
MID239521,"$60,463.87","$58,672.77","$12,558.71","$5,746.82","$9,257.47",17.00%,0.9128
MID239522,"$55,752.05","$54,051.46","$11,457.77","$5,577.80","$8,834.19",14.40%,0.9384
MID239523,"$13,533.38","$13,178.56","$2,714.17","$1,416.81","$2,370.39",15.40%,0.9334
MID239524,"$97,666.32","$96,093.75","$20,490.83","$11,474.26","$18,408.67",19.00%,0.8622
MID239525,"$119,307.73","$115,920.65","$25,224.85","$12,445.43","$18,920.34",18.20%,0.8844
MID239526,"$49,432.47","$48,367.65","$9,616.83","$4,717.90","$7,158.54",16.20%,0.9808
MID239527,"$59,011.79","$58,008.43","$12,083.55","$8,657.23","$11,548.02",22.80%,0.8285
MID239528,"$12,502.99","$12,271.51","$2,681.44","$1,475.77","$2,014.73",18.20%,0.9335
MID239529,"$1,245.03","$1,223.46",$246.61,$133.35,$188.21,16.40%,0.9936
MID239530,"$13,560.99","$13,176.59","$2,912.46","$1,371.51","$2,368.58",19.40%,0.8793
MID239531,"$67,367.79","$65,728.26","$14,271.02","$6,778.23","$11,159.99",18.00%,0.8666
MID239532,"$12,338.34","$12,065.72","$2,473.46","$1,329.24","$1,964.61",17.00%,0.9454
MID239533,"$1,240.43","$1,226.78",$244.96,$144.93,$204.30,15.40%,0.9815
MID239534,"$97,472.23","$94,963.89","$19,634.19","$11,056.02","$17,617.03",16.80%,0.8899
MID239535,"$119,178.92","$116,354.82","$25,895.60","$14,059.30","$20,712.93",20.60%,0.8565
MID239536,"$84,403.11","$81,924.21","$16,993.32","$9,770.04","$14,502.30",17.00%,0.9064
MID239537,"$111,650.99","$110,461.02","$24,584.04","$12,874.10","$18,813.92",20.40%,0.8807
MID239538,"$85,007.12","$83,509.06","$17,548.49","$8,251.91","$14,711.70",19.00%,0.9122
MID239539,"$13,586.44","$13,302.26","$2,780.70","$1,623.27","$2,387.32",18.20%,0.9301
MID239540,"$55,663.96","$54,985.56","$11,137.90","$6,452.65","$9,064.72",16.80%,0.9574
MID239541,"$60,257.93","$58,961.04","$12,542.54","$6,480.90","$9,545.42",17.40%,0.8976
MID239542,"$48,851.75","$47,404.57","$10,224.53","$4,856.62","$7,396.01",19.20%,0.8657
MID239543,"$60,611.24","$59,526.80","$13,037.20","$7,421.65","$11,323.29",17.80%,0.8906
MID239544,"$108,587.88","$106,104.97","$22,896.41","$14,029.71","$20,561.67",21.00%,0.8118
MID239545,"$54,767.20","$53,356.75","$11,691.50","$6,996.67","$10,638.76",21.40%,0.8354
MID239546,"$48,265.71","$47,070.88","$10,203.29","$6,836.59","$9,229.92",22.60%,0.8101
MID239547,"$6,118.70","$5,981.00","$1,386.09",$772.04,"$1,091.36",22.00%,0.8071
MID239548,"$83,875.18","$81,380.70","$16,752.28","$7,598.33","$12,337.36",18.20%,0.8879
MID239549,"$6,115.19","$6,013.93","$1,242.92",$624.32,"$1,013.06",18.00%,0.8972
MID239550,"$1,241,952.58","$1,209,186.90","$251,059.06","$132,164.17","$184,021.46",16.20%,0.9637
MID239551,"$110,146.27","$107,554.06","$23,465.16","$10,104.71","$16,356.78",16.40%,0.9438
MID239552,"$121,022.95","$119,987.22","$25,315.00","$16,195.47","$21,778.20",17.40%,0.9490
MID239553,"$12,113.22","$11,857.70","$2,497.48","$1,330.20","$1,977.79",19.40%,0.8461
MID239554,"$110,563.97","$107,692.72","$24,278.03","$11,486.13","$17,989.33",16.00%,0.9294
MID239555,"$98,222.63","$95,130.04","$22,049.77","$12,216.73","$18,089.07",20.40%,0.8264
MID239556,"$106,095.69","$104,516.86","$22,256.87","$12,966.48","$20,689.65",21.60%,0.8130
MID239557,"$1,235.05","$1,207.09",$258.45,$169.86,$234.17,17.00%,0.9095
MID239558,"$67,754.64","$66,864.65","$13,800.64","$10,035.48","$13,482.54",16.00%,0.9242
MID239559,"$6,156.26","$6,064.83","$1,197.53",$630.32,"$1,004.94",16.60%,0.9655
MID239560,"$55,173.00","$53,796.43","$11,051.90","$5,974.67","$8,834.87",18.20%,0.9205
MID239561,"$6,149.12","$5,994.77","$1,323.80",$770.39,"$1,119.17",19.00%,0.8680
MID239562,"$60,225.42","$58,823.02","$12,909.09","$7,147.32","$10,406.35",19.80%,0.8696
MID239563,"$12,390.49","$12,192.78","$2,652.31","$1,682.12","$2,301.00",17.80%,0.9013
MID239564,"$67,616.76","$66,408.40","$14,253.89","$7,936.57","$12,129.20",18.20%,0.8851
MID239565,"$83,180.05","$80,871.44","$16,141.89","$8,351.36","$13,173.10",19.40%,0.8785
MID239566,"$119,814.15","$118,313.99","$24,230.55","$9,448.67","$17,714.98",16.00%,0.9415
MID239567,"$60,045.82","$59,783.61","$12,693.71","$7,213.51","$10,659.88",19.80%,0.8702
MID239568,"$111,543.45","$109,125.16","$24,250.53","$13,984.65","$19,935.75",18.00%,0.8884
MID239569,"$1,231,665.47","$1,202,127.63","$255,318.84","$117,016.98","$182,288.56",17.00%,0.9074
